grid,velocity,eField,T,density,X_H2,X_O2,X_H2O,X_CH4,X_CO,X_CO2,X_N2,X_H,X_O,X_OH,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO,X_HCO+,X_H3O+,X_E
0.021164062499999997,1.9155966665141324,-1633.8250192422106,1459.2366264252187,0.22280778368326953,0.01886374576181456,0.08591957523224937,0.1193944698033539,0.022785455349307978,0.03680316349835961,0.020797663397866758,0.6894319498697745,0.0009859043649675687,0.00019013063806345732,0.0005240324891290174,0.00014772306982101862,5.930422775483107e-06,1.1846945367372939e-08,2.8936976795062884e-07,1.3977799322730779e-05,1.2606937605656864e-06,0.0018382663711964309,1.916277825501365e-05,0.0008888176888569533,2.065346505052453e-06,8.411336653594143e-06,9.644087039090288e-05,1.0249126358180586e-08,7.926753312145791e-05,3.5915156754251674e-06,0.00044322826273806285,3.245403720436324e-05,0.0005684170339188763,2.267402573500652e-06,9.508672848362313e-05,1.1212539520239148e-07,4.679582282655874e-09,1.1914024139303488e-08,2.1474238787692493e-08,4.7668946298526615e-08,9.865757310016718e-10,7.163341859022491e-06,2.5581908748666413e-08,3.800225198766167e-08,5.107710488959965e-09,1.9282781533998874e-10,2.043547833313117e-06,5.636126275389311e-10,1.3676155506252777e-09,5.159580335622524e-08,1.158926862096164e-09,3.8439680633272797e-07,8.758299012014602e-09,0.0,1.96128263194098e-07,8.501371864107268e-06,1.5531428030183624e-06,3.7038106312647975e-05,4.264074188095852e-14,8.996909958871412e-09,9.027606467597096e-09
0.021169921874999997,1.9471193420917083,-1648.352595145814,1482.7320495727954,0.21920066144408853,0.018919468084213614,0.08318785378650705,0.12180612267509644,0.02120033888598415,0.037722411381761946,0.02161156551110584,0.689360254604834,0.0010892471447869736,0.00021470703541334534,0.0005940724396754516,0.00014528776315227073,5.071627625550538e-06,1.7601128903176942e-08,3.794959110476425e-07,1.619757428049522e-05,1.4740647129987455e-06,0.0018990040749938151,2.1255089415297424e-05,0.0008702042853255819,2.3558426646352884e-06,7.952081189803522e-06,9.034451413313769e-05,1.3356263579235952e-08,8.296180615765358e-05,4.226165246518579e-06,0.00044087869083241305,3.206001197859193e-05,0.0005178518290327464,2.617912524989247e-06,9.723606739369223e-05,1.2437576566694196e-07,5.976007282241116e-09,1.2992032186706784e-08,2.248619275513848e-08,4.8064882195552607e-08,1.1231851384845687e-09,7.420679673636341e-06,2.3380243259124418e-08,3.956154783473697e-08,5.3361124640891854e-09,2.514314336831998e-10,2.1231610444524617e-06,6.637441677707583e-10,1.6498798486054904e-09,5.389562514870483e-08,1.2742898001055769e-09,3.959215298107992e-07,9.835640451618296e-09,0.0,1.9441252074096665e-07,7.46486421391788e-06,1.565477624718895e-06,3.7033757573982824e-05,6.247572060021158e-14,9.714044225022893e-09,9.741789472426213e-09
0.021175781249999998,1.9779579055040792,-1660.7104057623965,1505.7178577148175,0.21578307936149296,0.01895910994914841,0.08047610315122139,0.12417510858191658,0.019654957981117712,0.038614691088068025,0.022439564686681193,0.6893014232615913,0.0012002382924783614,0.00024204782792843106,0.0006718978154275959,0.0001422989945945683,4.311009100519025e-06,2.575078504519867e-08,4.914671817193362e-07,1.8582559433401248e-05,1.7071733536593384e-06,0.0019469447440233815,2.34058043398699e-05,0.0008495778356346911,2.6635450721515406e-06,7.473053726036546e-06,8.423658437746161e-05,1.721359879606154e-08,8.661519722104589e-05,4.901767923793554e-06,0.0004358402590107495,3.129013616497806e-05,0.00046689389593045495,2.9933796242139684e-06,9.89074233284419e-05,1.3764911101334796e-07,7.607180800411256e-09,1.4144637333231416e-08,2.3508426704421664e-08,4.837126007143472e-08,1.2732160329176107e-09,7.684557817670579e-06,2.136486346895303e-08,4.1154908698865964e-08,5.574922614468002e-09,3.248757476208785e-10,2.204068129326782e-06,7.796195028957424e-10,1.9662968772359796e-09,5.6149703778841644e-08,1.400634501036216e-09,4.069782955563885e-07,1.1017189091374476e-08,0.0,1.9009935655781504e-07,6.454659869283233e-06,1.5708399973847715e-06,3.677508934824798e-05,9.025899914230303e-14,1.0483120970566218e-08,1.0507124494898293e-08
0.021178710937499998,1.9930922355076988,-1665.723134922917,1516.998654719408,0.2141445539214409,0.018972554025384728,0.07912524397743113,0.1253457535828484,0.018896462876188527,0.03905046999930915,0.022860085631086224,0.6892768404291114,0.0012588197451267606,0.00025690391589537533,0.0007140828683521246,0.0001405906429767205,3.967574386996668e-06,3.1024552875151865e-08,5.568830061879398e-07,1.9829208350745527e-05,1.8307772420536292e-06,0.001965638329848955,2.4496877165024542e-05,0.000838496502538981,2.8228132995828853e-06,7.226525708859588e-06,8.118709707590703e-05,1.9468965646033795e-08,8.840466147324467e-05,5.250436587419307e-06,0.00043225962434217886,3.0769113638959757e-05,0.0004415178937761431,3.1894952746478368e-06,9.954529188166961e-05,1.4467456231128547e-07,8.57628892302167e-09,1.4751067136925873e-08,2.402199733448333e-08,4.848905564320988e-08,1.3535987653918323e-09,7.81951512719583e-06,2.0416924532097772e-08,4.1966954164029955e-08,5.698543069805462e-09,3.683245017494968e-10,2.2450433597904274e-06,8.438159031296954e-10,2.1373417851980477e-09,5.725272295770003e-08,1.4683325763243877e-09,4.123095062642022e-07,1.1650673518225555e-08,0.0,1.8695744474663045e-07,5.966243653770325e-06,1.570503749622154e-06,3.654666307801422e-05,1.0799180715132522e-13,1.089064466240336e-08,1.0910297992163455e-08
0.021181640624999998,2.008026181986783,-1669.4911466609333,1528.1313947559208,0.21255193359819274,0.018981578580810978,0.07778195466623436,0.12650346875598176,0.018150077734618155,0.039477565599424363,0.023283851040168103,0.6892555779668758,0.0013193035731436005,0.00027255126808196456,0.0007584216725538466,0.00013874393567614332,3.6497466754842318e-06,3.7214265302145215e-08,6.288493741425538e-07,2.110354363051009e-05,1.9583127621285354e-06,0.00198058701464455,2.5591242886341718e-05,0.0008269360469493691,2.984618575827001e-06,6.9763609044128865e-06,7.815464825984355e-05,2.1953299651901994e-08,9.015376594810028e-05,5.603178817795135e-06,0.00042796639725470786,3.016130532679392e-05,0.0004163854233159521,3.390037703221091e-06,0.00010004195995278823,1.519334369445732e-07,9.654650377887441e-09,1.5376003071122954e-08,2.453470959317625e-08,4.858209607620525e-08,1.4374431930952227e-09,7.956187435284929e-06,1.9509515874823623e-08,4.2787200697972455e-08,5.824622005898831e-09,4.165728760469748e-10,2.2862208670038047e-06,9.119244400682255e-10,2.316067777036628e-09,5.833292355026153e-08,1.538953087498476e-09,4.174803287341562e-07,1.231165429951551e-08,0.0,1.8316595182745878e-07,5.492855324523843e-06,1.5679875014952067e-06,3.625158128765606e-05,1.287170505930919e-13,1.1312178124500442e-08,1.1327106670797812e-08
0.021184570312499998,2.0227506982471186,-1671.8996702080424,1539.1097279906132,0.21100467203741827,0.018986071683132832,0.07644707310039141,0.12764755730096464,0.017416455866047852,0.039895350130305866,0.023710741222481884,0.6892376517452391,0.0013816712655731773,0.00028902293811130766,0.0008049743802535604,0.00013676104639800455,3.357156404784653e-06,4.44504208127296e-08,7.076760946289491e-07,2.2399278511640874e-05,2.089264586213273e-06,0.001991664169306887,2.668423819672094e-05,0.0008149084240419006,3.148182096583555e-06,6.723144069836235e-06,7.514553767203328e-05,2.467918798478577e-08,9.185091838501803e-05,5.957403856949044e-06,0.0004229597599982909,2.947129332004909e-05,0.0003916031505922824,3.594207394530533e-06,0.00010039197167390247,1.594105722334772e-07,1.0850890065590488e-08,1.6019157830898663e-08,2.5045278924530393e-08,4.864974262662635e-08,1.524759594389502e-09,8.094590933268694e-06,1.8640712285540917e-08,4.3615483710447954e-08,5.953074935379289e-09,4.700052312382248e-10,2.3275462006717217e-06,9.837470712260752e-10,2.5018891520616956e-09,5.938629217387178e-08,1.612521849294672e-09,4.2247636648705385e-07,1.3000278661090225e-08,0.0,1.7874491272792754e-07,5.036741246493785e-06,1.5631695404576173e-06,3.588997585422512e-05,1.528359254515542e-13,1.1747997253070065e-08,1.1757678144201116e-08
0.021187499999999998,2.037256943484302,-1672.7958143496373,1549.9274557871577,0.2095022177060921,0.018985929210817355,0.07512143279993459,0.12877733391058444,0.016696228882550634,0.04030319581074625,0.02414063292553747,0.6892230732782149,0.0014458975747273083,0.00030635222868477996,0.0008537979512229663,0.00013464493955077123,3.0891548559183872e-06,5.28715272441388e-08,7.936095610052178e-07,2.3709479353370304e-05,2.2230512673058855e-06,0.0019987674001397068,2.777101703128731e-05,0.0008024263512092387,3.3126625178092455e-06,6.467537785426499e-06,7.216584385220274e-05,2.7657539096689503e-08,9.348385572545135e-05,6.310343145205751e-06,0.0004172440909845881,2.8704428096073925e-05,0.00036727187083301845,3.8011240794177652e-06,0.00010059057412913743,1.670871524564154e-07,1.2173554343790138e-08,1.668013793244454e-08,2.5552358335041673e-08,4.869139685073583e-08,1.6155440155315121e-09,8.234739324914023e-06,1.7808733156839405e-08,4.4451631594439316e-08,6.083803492905782e-09,5.290100896544603e-10,2.3689579888806565e-06,1.0590171467791482e-09,2.6941174481669556e-09,6.040871580089971e-08,1.6890520988527831e-09,4.2728312073593477e-07,1.3716571386888968e-08,0.0,1.7372431887232407e-07,4.599835389523447e-06,1.5559499793356744e-06,3.546243227838359e-05,1.8077460414783978e-13,1.2198333917413801e-08,1.2202084732542918e-08
0.021190429687499998,2.0515363145679606,-1671.9822057230342,1560.5785518752175,0.2080440129995864,0.018981055810652223,0.07380586010561131,0.12989212728312524,0.015990003451729,0.040700477484927694,0.02457339953032926,0.6892118494151914,0.0015119504094823018,0.00032457255153394186,0.0009049456284719067,0.00013239939130385589,2.844842513176872e-06,6.262485758634971e-08,8.868318551619832e-07,2.5026572943196986e-05,2.3590143671031944e-06,0.0020018200981064727,2.8846490014045732e-05,0.0007895032871432446,3.4771540663312136e-06,6.210264182757166e-06,6.922138940757519e-05,3.0897436287686325e-08,9.503975673657055e-05,6.659077705962931e-06,0.0004108291320739566,2.786676627647182e-05,0.00034348556788110817,4.009830156408509e-06,0.00010063378918217261,1.7494049743142472e-07,1.3630957406699185e-08,1.7358436496745555e-08,2.6054543668952364e-08,4.8706505358588855e-08,1.7097795528674124e-09,8.376643455220828e-06,1.701193040654164e-08,4.5295466121242376e-08,6.216694092155735e-09,5.93977813448638e-10,2.410387574381756e-06,1.1373836166779354e-09,2.891946822673526e-09,6.13960060464802e-08,1.7685430763972424e-09,4.318860700742872e-07,1.446041988289334e-08,0.0,1.6814375753912633e-07,4.183746274459204e-06,1.5462504871406036e-06,3.4969996115735595e-05,2.129845569163567e-13,1.2663376207170486e-08,1.2660325683716377e-08
0.021193359374999998,2.065580478302351,-1669.2045777249602,1571.0571839254992,0.20662949334604958,0.018971365846325434,0.07250117133300527,0.13099128263253032,0.015298358121849868,0.041086575411598845,0.02500891124358784,0.689203982066208,0.0015797907760932769,0.00034371726765413643,0.0009584664008002131,0.00013002900121229379,2.6231030649625734e-06,7.3866990263226e-08,9.8745795050107e-07,2.634237035180143e-05,2.4964004090302137e-06,0.0020007726990488406,2.990527044150883e-05,0.0007761534122938686,3.640685437467961e-06,5.95208937062533e-06,6.631770898630022e-05,3.4405994011505317e-08,9.65053770170405e-05,7.000570164849642e-06,0.0004037300801811675,2.6964995133470596e-05,0.0003203305936318854,4.219295378597923e-06,0.00010051847779691606,1.8294389462009415e-07,1.5231009163361946e-08,1.8053426355428365e-08,2.655037981425541e-08,4.869456457608501e-08,1.8074388911846948e-09,8.520310923124735e-06,1.6248776821705005e-08,4.61468028086231e-08,6.351616526577999e-09,6.65297884895323e-10,2.451758714072291e-06,1.2183949814511962e-09,3.0944434469189567e-09,6.23439257870963e-08,1.8509785799038713e-09,4.362707553882367e-07,1.5231559212570894e-08,0.0,1.6205196205376824e-07,3.7897513847180022e-06,1.5340138119602222e-06,3.4414173603818454e-05,2.499443131802509e-13,1.3143271473981771e-08,1.3132305115454741e-08
0.02119921875,2.092941252678952,-1658.4004026826412,1591.4832540036684,0.20392825032752235,0.01893745186058735,0.0699349308836478,0.1331340775475559,0.013964603801309742,0.04182112726646302,0.02588496984105065,0.6891982877921172,0.0017202367136395916,0.0003847421692881918,0.0010723808330080223,0.00012494698641975463,2.24451896016663e-06,1.0121998089234823e-07,1.2103208606674295e-06,2.893570685143999e-05,2.7717123679189653e-06,0.001986386362793817,3.1949085137422884e-05,0.0007483092262358428,3.960747395373439e-06,5.437058403805135e-06,6.066596535002137e-05,4.22180255742847e-08,9.911763499201658e-05,7.650470300536656e-06,0.00038759746906803425,2.4997455846217217e-05,0.0002762839211391335,4.635888950886493e-06,9.980890388667005e-05,1.9925562531113975e-07,1.886841599365078e-08,1.948654716572955e-08,2.7515487432978803e-08,4.858871611237745e-08,2.012359921839458e-09,8.812007706755659e-06,1.4823477186504983e-08,4.786589623682099e-08,6.626225623573437e-09,8.275910163384545e-10,2.5338137123636473e-06,1.3860893817020654e-09,3.5088550283182415e-09,6.410358421125734e-08,2.024014046837015e-09,4.4431840014661766e-07,1.6849088038313152e-08,0.0,1.485526954688007e-07,3.0730085635057213e-06,1.5019377805526132e-06,3.312277871808373e-05,3.3975101913582243e-13,1.4140117409023972e-08,1.4118359444789803e-08
0.021205078125,2.1192773619134924,-1640.6684527019513,1611.1609929338263,0.20139404844666042,0.018883614275972575,0.06742095566827776,0.13520780309063835,0.012694564150620612,0.042504392126140024,0.026770278734627177,0.6892058541841822,0.0018671952251442915,0.00042981118582512807,0.001196154472355512,0.00011944198939275713,1.93868070197064e-06,1.36302507456501e-07,1.461657960490307e-06,3.1420153116331226e-05,3.0427276220837217e-06,0.0019558372513934228,3.386278554452202e-05,0.0007189668350195889,4.265017208154825e-06,4.9283432787678154e-06,5.523342822184157e-05,5.109748055080762e-08,0.00010121268776536531,8.23576391928708e-06,0.00036907085222099846,2.2865123806435487e-05,0.00023554244020417727,5.0419720275020166e-06,9.845859150170424e-05,2.1574416238008828e-07,2.314636114832693e-08,2.097549188098009e-08,2.8437260901505678e-08,4.837106786924281e-08,2.2302463247486383e-09,9.11068887096261e-06,1.3515842374114322e-08,4.9612320143871296e-08,6.9069342337316536e-09,1.0191282814963064e-09,2.6145513046715085e-06,1.5574615771510505e-09,3.92889953360039e-09,6.565772538093373e-08,2.2080463525798193e-09,4.513388716040276e-07,1.8567167293647076e-08,0.0,1.3373331461053224e-07,2.4506416072655183e-06,1.4597811446308348e-06,3.1610219804658616e-05,4.542934912928318e-13,1.5194047863244614e-08,1.515778668296444e-08
0.0212109375,2.14453581986055,-1614.7071929440817,1630.0534743593857,0.19902201853866652,0.018809596682464347,0.06496507326744733,0.1372081244724909,0.011491534117746028,0.04313195828131984,0.02766372399497722,0.6892265196813242,0.0020201218175524157,0.0004791502475079912,0.0013299432146381322,0.00011357450465973504,1.6933382092972696e-06,1.8024396408574e-07,1.738683050884922e-06,3.372226854820278e-05,3.3018994125452797e-06,0.0019097275482646094,3.560228092272985e-05,0.0006882674743926549,4.545174653700778e-06,4.432406768960012e-06,5.0051774452842126e-05,6.09678688566069e-08,0.00010268756446902931,8.733779414921766e-06,0.0003484540529547939,2.0631812800278095e-05,0.00019846310396273178,5.427690368836308e-06,9.64762526907361e-05,2.3205219969964953e-07,2.809086956827027e-08,2.2510522342002813e-08,2.930310240009091e-08,4.803977938177171e-08,2.460366208852037e-09,9.416262436530972e-06,1.2317485461714522e-08,5.138443950282734e-08,7.192064118123175e-09,1.2420521466425098e-09,2.693090327197222e-06,1.7264879305477127e-09,4.344394531979764e-09,6.697413700393691e-08,2.402241569952594e-09,4.5722942851383434e-07,2.03771005035881e-08,0.0,1.1814813398568358e-07,1.9218341600693913e-06,1.407939170847494e-06,2.9903929643262945e-05,5.972874198215866e-13,1.6301674586108618e-08,1.6247886599591966e-08
0.021216796875,2.168670893445517,-1579.487379328644,1648.128881626922,0.19680710844005586,0.018715372497217348,0.06257270735126717,0.1391311922742255,0.010358116927661722,0.043699782085035103,0.02856415604729842,0.6892600311900139,0.002178375049211278,0.0005329569695215642,0.0014737751962131983,0.00010741378988871312,1.4965169763071474e-06,2.3397567909018853e-07,2.0366547706116903e-06,3.576873721876046e-05,3.5413193674602205e-06,0.0018490924665974968,3.712351747631724e-05,0.0006563651510072207,4.792994595092422e-06,3.955266495774377e-06,4.5146283785950154e-05,7.167916805114461e-08,0.00010345035870727907,9.124510627634674e-06,0.00032611790736384726,1.8361624181513458e-05,0.00016525157328174745,5.782911648265161e-06,9.38862569762117e-05,2.477663194423956e-07,3.3700990945594186e-08,2.4079603407089028e-08,3.010043315781708e-08,4.759419172496527e-08,2.7017741320535423e-09,9.728548119378108e-06,1.1221027346841134e-08,5.3180536955581565e-08,7.479599806513354e-09,1.497803060650394e-09,2.7684342627216048e-06,1.886110419342285e-09,4.7441493884096145e-09,6.80228101414962e-08,2.6053913600017525e-09,4.6189698769497667e-07,2.226671131913074e-08,0.0,1.0237733183964235e-07,1.482020432601835e-06,1.3471130441592861e-06,2.8036836411400952e-05,7.718613815555387e-13,1.7457767032545337e-08,1.738394007829121e-08
0.02122265625,2.191644995734383,-1534.2254267414917,1665.3611348962313,0.19474406143688022,0.018601162728727933,0.06024880485220214,0.14097370483255728,0.009296171606012435,0.044204286330692524,0.02947039328274081,0.6893060451204446,0.002341226957422601,0.0005913889526584868,0.0016275343442649166,0.00010103563687775175,1.3373899595417e-06,2.98071745790612e-07,2.348836925822633e-06,3.749085049495893e-05,3.7531856626056317e-06,0.0017753572010207157,3.8384602129241734e-05,0.0006234279342222459,5.000813498745893e-06,3.5022472634439238e-06,4.053574205683972e-05,8.300294043376649e-08,0.00010342680688900515,9.392076077060673e-06,0.00030248454925801597,1.611529903446722e-05,0.00013597006427612415,6.0976540885344435e-06,9.07280308254068e-05,2.624313170239607e-07,3.994257671435128e-08,2.566841871256421e-08,3.0817054296258715e-08,4.703492577141955e-08,2.953324033366208e-09,1.004726659294086e-05,1.0219904833602648e-08,5.499880276172171e-08,7.767180333443053e-09,1.7868742949082814e-09,2.839489839892983e-06,2.028768806489521e-09,5.1165194977770384e-09,6.877701745484838e-08,2.8158876331189493e-09,4.6526102047615144e-07,2.4220185304874667e-08,0.0,8.69735825300304e-08,1.1238336000725472e-06,1.2782842161090017e-06,2.6046094485782904e-05,9.800729392372487e-13,1.8654922757253714e-08,1.8559031464706032e-08
0.021228515625,2.2134294638355523,-1478.3941339465164,1681.7304466822302,0.19282739959444237,0.01846744779591856,0.05799777249269597,0.14273296002461883,0.008306781180230103,0.04464245452037113,0.03038122512293309,0.6893641311712051,0.002507876418434514,0.0006545513534444683,0.0017909470459637551,9.452002477301245e-05,1.2068075117845129e-06,3.7259405241482836e-07,2.6666642160526325e-06,3.882883867468893e-05,3.9302671282352825e-06,0.0016902742345024455,3.9347867939540674e-05,0.0005896394072018579,5.1619676886615755e-06,3.0777576813754085e-06,3.623258829114154e-05,9.463490163316279e-08,0.0001025662189829062,9.525884229705577e-06,0.0002780083873672592,1.3947090435381062e-05,0.00011055257981846674,6.362549712669168e-06,8.7054772320033e-05,2.755707328719542e-07,4.6743812429865136e-08,2.7260496413039377e-08,3.144152588278092e-08,4.636395091784136e-08,3.213691336551975e-09,1.0372030927714755e-05,9.30820736498063e-09,5.683731437320042e-08,8.05210653173685e-09,2.1085870422121697e-09,2.9050955884612107e-06,2.147024893657876e-09,5.450013430838476e-09,6.921436282609862e-08,3.0317132880115997e-09,4.6725625229886004e-07,2.6218059708549075e-08,0.0,7.241799101239221e-08,8.380925587851643e-07,1.2026758226524632e-06,2.3971557522906844e-05,1.2224009725367527e-12,1.9883356900046994e-08,1.9763912504462045e-08
0.021234375,2.234005184326243,-1411.7463276623507,1697.22377783291,0.1910514132606428,0.018314972425222325,0.05582342474623661,0.14440689452494745,0.007390243169066971,0.04501191670369774,0.03129541470193213,0.6894337785803759,0.0026774649062803937,0.000722484303153793,0.001963573060681803,8.794863306127864e-05,1.0974966902786706e-06,4.5695817193926273e-07,2.980112676437382e-06,3.973575479330754e-05,4.066357915675808e-06,0.0015958451136062622,3.9981914579552366e-05,0.0005551998507300723,5.271186338446934e-06,2.6851311613342813e-06,3.224327276652035e-05,1.0620591039875518e-07,0.00010084613202055828,9.521394699070612e-06,0.0002531552206060271,1.1902361174543487e-05,8.882563260405367e-05,6.5693178102811e-06,8.293155070359015e-05,2.867126136102997e-07,5.399340273142289e-08,2.8837459012645278e-08,3.196354548780497e-08,4.5584618347852395e-08,3.4814019302343722e-09,1.0702341066084926e-05,8.480538854136078e-09,5.8694005705146956e-08,8.331367473214047e-09,2.4609099800431096e-09,2.9640596585006758e-06,2.2342401187788556e-09,5.733929991550257e-09,6.931774254402359e-08,3.2504535611948572e-09,4.6783501607983403e-07,2.8237396707337015e-08,0.0,5.908818054723487e-08,6.14726192939313e-07,1.1217015170554748e-06,2.1854095843378506e-05,1.497270811488656e-12,2.1130830535883664e-08,2.098695650486032e-08
0.021240234375,2.253363031516203,-1334.336707880302,1711.8351669705414,0.1894101579406619,0.018144742877309276,0.05372894473947149,0.14599410903605392,0.006546082824409247,0.04531102257682642,0.03221170145342347,0.6895144044668682,0.0028490939940961405,0.0007951509478066798,0.0021448017192082607,8.140227398942832e-05,1.0039962395629631e-06,5.498422081165516e-07,3.2782586573278334e-06,4.01805822530258e-05,4.156682423153814e-06,0.0014942319751269448,4.026351301769095e-05,0.0005203267016670215,5.324911658533786e-06,2.3265459494419977e-06,2.8568783409515988e-05,1.1730140399450517e-07,9.827515398051633e-05,9.380400435518116e-06,0.00022838111207510226,1.0016045420406455e-05,7.053227750000177e-05,6.711218384944181e-06,7.843289875994918e-05,2.9541865770781533e-07,6.154210278675595e-08,3.037940383685379e-08,3.2374305630387725e-08,4.470165427911255e-08,3.7548667094220836e-09,1.1037582101702135e-05,7.731900567590103e-09,6.056662756452386e-08,8.60168859287949e-09,2.8403491626559727e-09,3.015205102560179e-06,2.285228972113844e-09,5.958980508436034e-09,6.907615922559372e-08,3.4693315390052197e-09,4.6696912484998634e-07,3.02521651117096e-08,0.0,4.7240938113019215e-08,4.435609639255154e-07,1.0369047087025748e-06,1.9733874821646272e-05,1.8006883486406496e-12,2.2382740173956333e-08,2.2214242452830855e-08
0.02124609375,2.271504088645524,-1246.5332289504588,1725.5659092302972,0.1878974595866278,0.017958016055511814,0.05171685902383048,0.14749387852716667,0.005773088389299479,0.045538897738789746,0.033128803965759186,0.6896053638126425,0.00302184384814338,0.0008724270316485053,0.002333854260294154,7.495834790244722e-05,9.224193907078351e-07,6.491596751422047e-07,3.549983004552737e-06,4.0150272573933e-05,4.198210525002524e-06,0.0013876647882755109,4.0179216692055205e-05,0.0004852538462173297,5.3215191235836995e-06,2.0030260400638694e-06,2.520529225149006e-05,1.2748804112489366e-07,9.489363983729278e-05,9.11080579130612e-06,0.0002041126404498049,8.312022180197843e-06,5.5357244495396495e-05,6.783451568406792e-06,7.364003570114963e-05,3.013141666498346e-07,6.920793326340292e-08,3.186541051074988e-08,3.2666809130828917e-08,4.37211105161117e-08,4.032420027922236e-09,1.137702696445045e-05,7.0575917585443886e-09,6.245270214795253e-08,8.85960250133705e-09,3.24193145897004e-09,3.0574197828542676e-06,2.296797560561989e-09,6.1178455206610156e-09,6.848533413731515e-08,3.6852696844536284e-09,4.6465115130335666e-07,3.223384084946991e-08,0.0,3.7009784732283974e-08,3.1492898442978467e-07,9.498920814378536e-07,1.7648715354099244e-05,2.1260625369793595e-12,2.362238511669576e-08,2.3429797263894617e-08
0.021251953125,2.288439629389614,-1149.0134839520274,1738.4245650326332,0.1865069290951638,0.017756280414740554,0.049789026558370336,0.14890614712412048,0.005069366482981156,0.04569547950470959,0.03404542348855801,0.689705960592741,0.0031947919176815802,0.0009540930191528691,0.002529792850307722,6.868845175936042e-05,8.5013533086778e-07,7.521112387305777e-07,3.7847520233678773e-06,3.9650511133006405e-05,4.18985099225094e-06,0.0012783504059542033,3.972651651783148e-05,0.0004502293985999029,5.261417139834476e-06,1.7145159950301685e-06,2.214487280579982e-05,1.3634505413811937e-07,9.077207117903327e-05,8.725931137823291e-06,0.00018072996824519357,6.803352634510767e-06,4.295117565040898e-05,6.7834683213791244e-06,6.863787759097735e-05,3.0411577824073273e-07,7.678494679159338e-08,3.327415985734373e-08,3.283612279477716e-08,4.265027188958277e-08,4.312360161015709e-09,1.171984386787164e-05,6.453126003905175e-09,6.434947582134303e-08,9.101541539473807e-09,3.6592976148925987e-09,3.0897072790115405e-06,2.268085725694814e-09,6.205616712232605e-09,6.754807232956369e-08,3.894976912158505e-09,4.6089503201704874e-07,3.415221793892912e-08,0.0,2.8415600588988757e-08,2.2008388833304567e-07,8.622656002310254e-07,1.5632650123997926e-05,2.4642832469167072e-12,2.483141708222086e-08,2.461600901373876e-08
0.0212578125,2.3041908467619017,-1042.7446254276476,1750.4267866225766,0.18523198644631814,0.017541229007228164,0.047946641675758093,0.15023150794107065,0.004432414710958371,0.04578152949952865,0.034960248439774334,0.6898154595480962,0.003367031030714724,0.0010398297171422062,0.0027315364285375324,6.265628063489562e-05,7.854410073231158e-07,8.553197705033224e-07,3.973390506316274e-06,3.870513721696425e-05,4.132503625385914e-06,0.0011683890926346156,3.8914400983897854e-05,0.0004155117770466651,5.147015930682974e-06,1.4600159805957447e-06,1.9376242684817655e-05,1.4349684200514354e-07,8.600726363294659e-05,8.243427216598319e-06,0.0001585538361243986,5.493249408735221e-06,3.295236341704438e-05,6.711161104417919e-06,6.35120007395258e-05,3.036539238670124e-07,8.405490832437667e-08,3.458463626790476e-08,3.2879553066679665e-08,4.1497522644729106e-08,4.5929897710052295e-09,1.2065108569266633e-05,5.9141624508810124e-09,6.625387533512924e-08,9.323948914043163e-09,4.084909971714252e-09,3.1112347837428848e-06,2.2006588350894195e-09,6.220083398071108e-09,6.627434802189832e-08,4.095058048139207e-09,4.5573595108156886e-07,3.597640056533383e-08,0.0,2.138674584595845e-08,1.5143639466146164e-07,7.755572577550839e-07,1.3714770532005391e-05,2.8040926038789604e-12,2.5990459402717868e-08,2.5754205275855257e-08
0.021263671875,2.318788328269578,-928.9477047882245,1761.5949589087927,0.18406589445602417,0.01731472544363223,0.046190250279596695,0.15147116879050748,0.003859207803968702,0.04579862138070704,0.03587196017512426,0.689933098114917,0.0035376861674799435,0.0011292182023523848,0.0029378830483693143,5.691595139831415e-05,7.27268933784501e-07,9.55040519860221e-07,4.108758628006279e-06,3.7354287980685585e-05,4.028966119038778e-06,0.0010597032771065542,3.776323001194147e-05,0.00038136410252537104,4.982567794887833e-06,1.2377587815361303e-06,1.6885492528446025e-05,1.4864289162610282e-07,8.071676483335025e-05,7.683923107355694e-06,0.00013783715831925346,4.376586263769568e-06,2.5004888093528747e-05,6.568911028868456e-06,5.834572096192047e-05,2.998873773423413e-07,9.080080326917441e-08,3.577687452804821e-08,3.279673212400466e-08,4.027217633436569e-08,4.872654419090897e-09,1.241182114773387e-05,5.4364520760025235e-09,6.816247303077299e-08,9.523403016434386e-09,4.510366375638376e-09,3.1213740693181546e-06,2.098335241581072e-09,6.161837012052702e-09,6.468109436134606e-08,4.282139798460882e-09,4.492294992834385e-07,3.7675925709578146e-08,0.0,1.578432352386323e-08,1.0263814282229198e-07,6.911705656055246e-07,1.1918430756869039e-05,3.1327457098728428e-12,2.7079863879203935e-08,2.6825370273366205e-08
