grid,velocity,eField,T,density,X_H2,X_O2,X_H2O,X_CH4,X_CO,X_CO2,X_N2,X_H,X_O,X_OH,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO,X_HCO+,X_H3O+,X_E
0.020923828124999995,0.7149111536390567,-918.7621138365565,554.9339536559346,0.5970110349024007,0.011736692329997078,0.17088989997541107,0.028783589191546825,0.07937816288708176,0.0059430277022559696,0.002020474543926054,0.7004518983348347,1.0750544133436764e-06,2.7234113214247813e-07,3.492498811713803e-06,9.178289133364805e-05,2.0783503563645122e-05,6.063380018963779e-19,1.972615529005224e-14,1.5915075974452095e-09,1.298910325426925e-10,1.4488175648327683e-05,6.386179986718574e-09,0.00030412149958116444,1.940219476421889e-10,2.5888360723336235e-05,6.221322299459322e-05,2.3713293488749506e-16,7.3059713543544436e-06,3.718937397560782e-11,6.497769488223615e-05,2.2612137262559862e-07,0.00018825861355850038,9.889204764936239e-11,5.291691219348691e-06,2.881427299918827e-09,3.892690320980861e-12,1.1863095715353117e-10,3.568400324536099e-09,1.1825987495998891e-08,3.1999095269556095e-14,6.739828116950477e-07,3.9003160059514614e-07,3.534028283864044e-09,1.0551713320697315e-09,2.56815630515904e-17,2.142088213463647e-07,3.160963537839734e-10,1.952141679417142e-15,3.954417860562497e-09,5.3653566348704586e-11,3.920230841651621e-08,1.0042673277126563e-10,0.0,5.932969153128166e-09,1.847948725382911e-06,3.673413887750169e-08,2.8330948162285103e-06,6.643498271441882e-24,1.9812291198351554e-10,2.101744339589708e-10
0.020929687499999995,0.7337661261524403,-935.559062439512,569.3165046745339,0.5816701432312119,0.011936279300887098,0.16977719315213638,0.03029295030628703,0.07855203782267685,0.006326795542546803,0.0021857821426535633,0.7000727106379903,1.4673218469946563e-06,3.234583963156341e-07,4.024108723491277e-06,9.74136004805985e-05,2.133765719282041e-05,1.5357929497723561e-18,3.6858952752169463e-14,2.1606790125804846e-09,1.78133771151327e-10,1.69361095650194e-05,8.09288858165143e-09,0.00032507355424484647,2.5610455572678813e-10,2.772765562871109e-05,6.68018311918537e-05,4.368296336096732e-16,7.876753020766846e-06,5.271902793071559e-11,7.010093461725967e-05,2.715828044179635e-07,0.00020443763724736048,1.2994020682730487e-10,5.793186066956124e-06,3.1509957032034938e-09,4.505379364021284e-12,1.3837728494134188e-10,3.716905428896136e-09,1.2480650637934402e-08,5.1027009678615063e-14,7.388384272517838e-07,3.952555603948947e-07,3.8264167314330265e-09,1.1199536221388199e-09,4.42985558022383e-17,2.3131065009741215e-07,3.374443998842294e-10,3.3892708833556993e-15,4.280666789956907e-09,5.8079340322822106e-11,4.243219947419706e-08,1.0924285685584531e-10,0.0,7.300923339159466e-09,2.0553058272219316e-06,4.931118789978365e-08,3.10539755326318e-06,1.4565202932269307e-23,2.2269062728921532e-10,2.349802330117034e-10
0.020935546874999995,0.7533159084478545,-952.2610556470557,584.2218953116798,0.5665748498218856,0.012136027945580429,0.1686161952361188,0.03184973534428862,0.07769521735274994,0.006728798303076333,0.002361593743091428,0.6996932139039846,1.9776736891048117e-06,3.8459068250362887e-07,4.628886594050844e-06,0.00010302081044558205,2.1860092638134855e-05,3.776046681408971e-18,6.766823436377156e-14,2.918038391443493e-09,2.428895913893194e-10,1.9781258008905188e-05,1.0245448635318596e-08,0.00034685788683221254,3.3871122296027817e-10,2.9508841445026614e-05,7.15652392248238e-05,7.986354068120949e-16,8.482034532846215e-06,7.445714525920005e-11,7.552450483776483e-05,3.2512704027830137e-07,0.0002216630199002062,1.704627332195258e-10,6.334918645574807e-06,3.4411399446134887e-09,5.231448168061032e-12,1.60965779638959e-10,3.870024763353399e-09,1.3158214441769377e-08,8.009448772231159e-14,8.088205949626083e-07,3.9850338526244117e-07,4.1376866258992365e-09,1.1869188027734455e-09,7.578261329301346e-17,2.4943763262829026e-07,3.5868093809004586e-10,5.774392334369845e-15,4.628054533097172e-09,6.279148142287315e-11,4.586933094986934e-08,1.1878032681795623e-10,0.0,8.949607073242101e-09,2.2816593481410674e-06,6.523687271760408e-08,3.399178723118792e-06,3.1421057523489894e-23,2.49953479182148e-10,2.6249354777862273e-10
0.020941406249999996,0.7735583405404202,-968.8763985749825,599.6477294698053,0.5517487503257785,0.01233585727502602,0.1674063367121854,0.03345345866537183,0.07680751858784,0.007149370025122852,0.0025482826737556743,0.6993140436950287,2.6330212817363207e-06,4.577071417086591e-07,5.312905980047499e-06,0.0001085368763441939,2.2348150211820525e-05,9.006727106834858e-18,1.2194178529446838e-13,3.9153056203986185e-09,3.2885394393023187e-10,2.308007039474261e-05,1.2953323830648993e-08,0.00036944631331773303,4.483894416927152e-10,3.119291458835256e-05,7.648560490389127e-05,1.447456138256946e-15,9.122993093704194e-06,1.0467594521408216e-10,8.125548184116265e-05,3.878589193886095e-07,0.00023995938726301117,2.232115805482994e-10,6.91974751842357e-06,3.753092112818448e-09,6.091362176013569e-12,1.8672439514571356e-10,4.027933012314314e-09,1.3858556712575489e-08,1.2376129223775636e-13,8.84088855615589e-07,3.9965801106108013e-07,4.4685382331600414e-09,1.2558693669387311e-09,1.2844654022230988e-16,2.686204097603624e-07,3.7941185909792997e-10,9.646387131750325e-15,4.997431779168024e-09,6.780142193804318e-11,4.952115859651857e-08,1.2911440008332168e-10,0.0,1.0921909668339701e-08,2.5281076191497196e-06,8.507876440856168e-08,3.715658437158648e-06,6.661899385011954e-23,2.801588762955429e-10,2.9296327770973134e-10
0.020947265624999996,0.7944900123629741,-985.4144700160418,615.5906552013878,0.5372123513898184,0.012535691865400128,0.16614711174390406,0.03510357624553311,0.07588879078228654,0.007588826347804739,0.0027462189997352698,0.698935824427132,3.4640881812454822e-06,5.451748337712567e-07,6.081720908350987e-06,0.00011389123244771751,2.2799496602863073e-05,2.0835462551718784e-17,2.1554954766914553e-13,5.213817127907869e-09,4.4162370331441895e-10,2.6895490089540144e-05,1.635067328603703e-08,0.00039280453185797093,5.935534198544574e-10,3.273823293753724e-05,8.154107700964834e-05,2.597964993196941e-15,9.800811114473052e-06,1.463698600551589e-10,8.730037663747325e-05,4.609722571478404e-07,0.0002593464726920197,2.917014958203836e-10,7.550804732054713e-06,4.088196209359225e-09,7.108520410654104e-12,2.1600659519332066e-10,4.190837393569635e-09,1.4581512741817383e-08,1.8829128618593298e-13,9.647652145453203e-07,3.986417825658425e-07,4.819669372596592e-09,1.3265646552309041e-09,2.1550450703030936e-16,2.8888909997943923e-07,3.991761847006043e-10,1.5792561064385228e-14,5.389673834321835e-09,7.312095920079011e-11,5.339504145991682e-08,1.4033484468157263e-10,0.0,1.3261516210964786e-08,2.795726633055233e-06,1.0940985928573073e-07,4.056106165215303e-06,1.3869886473898703e-22,3.13571949032358e-10,3.266556514528803e-10
0.020953124999999996,0.8161063188639511,-1001.8852049416075,632.0464110118422,0.5229831430436093,0.012735461627373535,0.16483807545933363,0.03679949061718293,0.07493891370419219,0.00804746421486092,0.0029557692003288703,0.6985591664497128,4.5054686032176706e-06,6.498464920401166e-07,6.940228457154781e-06,0.00011901292512990598,2.321213338706836e-05,4.6747243045627477e-17,3.7357874690308945e-13,6.884887365458843e-09,5.877268211329348e-10,3.1297732558168865e-05,2.0601805702513015e-08,0.00041689161664089673,7.849266630061638e-10,3.4101921804687124e-05,8.670570680738838e-05,4.613584066119495e-15,1.0516679665543517e-05,2.0344401399583142e-10,9.36651129824011e-05,5.457617501750992e-07,0.00027983815976548386,3.8042709799989977e-10,8.231523983417314e-06,4.4479329720584466e-09,8.30948171582856e-12,2.491920543427536e-10,4.358982610428204e-09,1.5326874654992968e-08,2.821334644031228e-13,1.050929932648318e-06,3.9542162423432964e-07,5.191775119670621e-09,1.398722703169527e-09,3.57631805049495e-16,3.102733090443658e-07,4.1745214602968144e-10,2.533111631874533e-14,5.805687719618532e-09,7.876239897962295e-11,5.7498221426506875e-08,1.5254898644900964e-10,0.0,1.6010339470924912e-08,3.085553385718716e-06,1.387837433618583e-07,4.421843955873807e-06,2.834014821983663e-22,3.504763278935225e-10,3.6385508351572365e-10
0.020958984374999996,0.8384015175952306,-1018.2987352911844,649.0098740230742,0.5090757098357946,0.012935101454793936,0.16347884060027634,0.038540555588514394,0.07395779584435498,0.008525561563862838,0.0031772959165611006,0.698184663544361,5.795595701351922e-06,7.751662382636024e-07,7.892613830582145e-06,0.00012383339908610976,2.358438866123103e-05,1.0175402530772836e-16,6.347154270433891e-13,9.00993331478436e-09,7.746213618902869e-10,3.6365279772551895e-05,2.5908052478816826e-08,0.00044165928509888884,1.036069864674401e-09,3.5241690666659617e-05,9.194948961694315e-05,8.100101256431582e-15,1.1271802599391256e-05,2.8094402470185614e-10,0.00010035500980283812,6.436456354948116e-07,0.0003014414081611692,4.951526500580675e-10,8.965666456722672e-06,4.8339490132556544e-09,9.724192750326738e-12,2.8668740290114256e-10,4.532656193793888e-09,1.6094390135708767e-08,4.1648277937619034e-13,1.1426188353977405e-06,3.9001250929118063e-07,5.5855476252694455e-09,1.4720248312137211e-09,5.866657881655782e-16,3.328021401704758e-07,4.3366954933262755e-10,3.980727641004411e-14,6.246420738118742e-09,8.473874432606826e-11,6.18378020478703e-08,1.6588520381468384e-10,0.0,1.920490027721016e-08,3.3985664752601653e-06,1.737059584548913e-07,4.8142497185894e-06,5.681556603154643e-22,3.911749609187564e-10,4.0486507534565117e-10
0.020964843749999997,0.8613687879917508,-1034.6651696017789,666.4751093344652,0.49550187288800185,0.013134550746069132,0.16206907366782766,0.04032608075820008,0.07294537249137006,0.009023376969351312,0.0034111577680230034,0.6978128908258433,7.376614188665853e-06,9.252939419828219e-07,8.942414089112568e-06,0.0001282893898955525,2.3914892247770786e-05,2.1499190595701558e-16,1.057213732518082e-12,1.1680508594688262e-08,1.0106741021742205e-09,4.218613881483828e-05,3.2516474978957684e-08,0.00046705089539883884,1.3640119486921862e-09,3.6118030919879554e-05,9.723856156985733e-05,1.4051692791911122e-14,1.2067401324626072e-05,3.853398102966633e-10,0.00010737476546379996,7.562026992419707e-07,0.0003241550531572659,6.433026594318764e-10,9.757343370133875e-06,5.248090665065085e-09,1.1386230197195931e-11,3.2892707992111767e-10,4.712194219614721e-09,1.6883760416432896e-08,6.059169791818558e-13,1.239822441535193e-06,3.8247887173849563e-07,6.0016760378470756e-09,1.5461232691277458e-09,9.508677022674742e-16,3.565042024910533e-07,4.472295368059449e-10,6.130179208668575e-14,6.712870580526023e-09,9.106393892916445e-11,6.64207269963706e-08,1.804969157156818e-10,0.0,2.2871528491139782e-08,3.7356636596599603e-06,2.146024840757071e-07,5.234760448005674e-06,1.1175470360451527e-21,4.359909825244587e-10,4.500091671565298e-10
0.020970703124999997,0.8850002913037212,-1050.9944877784856,684.4354197219413,0.48227085560437055,0.013333752790035014,0.1606084907366046,0.04215533583033252,0.071901603733783,0.00954114920532346,0.0036577092367289375,0.6974444030179205,9.294161771027986e-06,1.1052474657844177e-06,1.0092734916945558e-05,0.000132325763675655,2.4202536369367225e-05,4.4126589410823817e-16,1.7268706160113405e-12,1.499855611938084e-08,1.305144090973856e-09,4.885939906933701e-05,4.073089787982297e-08,0.0004930001697089035,1.7900090412256308e-09,3.669671071373737e-05,0.00010253557001717877,2.4075035869332184e-14,1.2904720220577432e-05,5.248840307808021e-10,0.00011472844025008272,8.85226744776145e-07,0.00034796846786202824,8.344913818814036e-10,1.0611034461218273e-05,5.692442969664414e-09,1.333307831970307e-11,3.763743743259482e-10,4.8979873697921246e-09,1.7694637433337163e-08,8.6910085891119e-13,1.3424870960822995e-06,3.7293373913768404e-07,6.4408465126048076e-09,1.6206519060766054e-09,1.5222991064266158e-15,3.8140761599881787e-07,4.575324347124366e-10,9.255161771781545e-14,7.206097002168349e-09,9.775317490221664e-11,7.125375867500952e-08,1.9656711625405e-10,0.0,2.7020381677711225e-08,4.097636002204297e-06,2.6178638145314025e-07,5.684875229919634e-06,2.1572527691642784e-21,4.852686461187504e-10,4.996319482274859e-10
0.020976562499999997,0.9092872296392833,-1067.2965259899954,702.883394417391,0.46938946658962954,0.013532654006855728,0.15909685315194802,0.044027554708168964,0.07082647249341845,0.010079096684628195,0.003917300612685919,0.6970797330671459,1.159707914987898e-05,1.3210602698043411e-06,1.1346649127342904e-05,0.00013589814128965534,2.444642497696655e-05,8.806809963885659e-16,2.7675664389952203e-12,1.9077387649430077e-08,1.6682157237842529e-09,5.649709781788297e-05,5.092582666058835e-08,0.0005194297014405388,2.3404659115957857e-09,3.695141541332057e-05,0.0001078002253521753,4.072838893694619e-14,1.3785032707133677e-05,7.100782629326847e-10,0.00012241943250425918,1.0328005242931396e-06,0.0003728600756158285,1.0812416967048371e-09,1.1531601832813176e-05,6.169374323448893e-09,1.5606474262139774e-11,4.2952275112964027e-10,5.090487283140977e-09,1.8526620054812107e-08,1.2295453421850378e-12,1.4505181474965233e-06,3.615355292974843e-07,6.9037422902086795e-09,1.6952400084162735e-09,2.407055678594029e-15,4.0754001203245613e-07,4.640136331690068e-10,1.370862770893384e-13,7.727235051401705e-09,1.0482327563992419e-10,7.634345760754723e-08,2.1431351793860286e-10,0.0,3.1638515027865535e-08,4.4851381192601886e-06,3.1542369469576547e-07,6.166157803954581e-06,4.0885997520737495e-21,5.393743329082975e-10,5.541001348803728e-10
0.020982421874999997,0.9342199018145283,-1083.5810276845455,721.8109551154782,0.45686229427155134,0.013731203033776293,0.15753396336753242,0.0459419393056194,0.0697199827435799,0.010637416723546674,0.004190277991544535,0.6967193910494683,1.433708856009685e-05,1.5799500090785898e-06,1.2707795772820674e-05,0.0001389751492548294,2.464581583956396e-05,1.7112404680811486e-15,4.355212461786286e-12,2.4044112847881945e-08,2.1111469116721553e-09,6.522636816549343e-05,6.356385508908034e-08,0.0005462493877972536,3.0480673966781396e-09,3.686630838198175e-05,0.00011299002745608993,6.802856243274936e-14,1.4709648029232103e-05,9.542984573075712e-10,0.00013045044320548517,1.2013893906952195e-06,0.00039879569838697636,1.3999589299483523e-09,1.2524298690581397e-05,6.681587387990253e-09,1.8252867611600888e-11,4.888975768957593e-10,5.290213118030493e-09,1.9379249310835718e-08,1.716407097595824e-12,1.5637850497824474e-06,3.484826359493152e-07,7.391043825819515e-09,1.7695284673186837e-09,3.759382220150771e-15,4.3492852964215294e-07,4.661863146621598e-10,1.9939098840657027e-13,8.277509757354433e-09,1.1229316491100014e-10,8.169616322487724e-08,2.3399437259598736e-10,0.0,3.668261904796363e-08,4.898653878323007e-06,3.7549971497484674e-07,6.680238360191444e-06,7.613423859857629e-21,5.986976494519616e-10,6.138037269091098e-10
0.020988281249999997,0.9597877527602411,-1099.8577393788426,741.2093966210963,0.444691908674242,0.013929349645511931,0.15591966122240167,0.047897662966284664,0.06858215811699964,0.011216284569823248,0.0044769833091753905,0.6963638633178654,1.7568503742363234e-05,1.8904922078748984e-06,1.4181185005387205e-05,0.00014154015140012302,2.4800059930928194e-05,3.2420381037095932e-15,6.73647000790845e-12,3.0044434662215904e-08,2.646617377546634e-09,7.519179759724631e-05,7.921719172761581e-08,0.0005733550200863771,3.953183477133851e-09,3.643822009895368e-05,0.00011806114249004244,1.1220211828302102e-13,1.5679918881035077e-05,1.2746571608175595e-09,0.00013882342348652606,1.3939526090965212e-06,0.00042572672622364776,1.8122432734998665e-09,1.3594772413910982e-05,7.232177027536336e-09,2.1324057738424146e-11,5.550583746415833e-10,5.497758221244906e-09,2.0252002573168017e-08,2.3653165534009728e-12,1.6821281138592499e-06,3.3400610815577023e-07,7.903428947476805e-09,1.8431878552677275e-09,5.801124069766714e-15,4.6359980980689004e-07,4.6368837337933447e-10,2.8511977161768243e-13,8.858252091830428e-09,1.2018443369797868e-10,8.73179764987006e-08,2.5591504415272974e-10,0.0,4.207257952562426e-08,5.338456675533304e-06,4.417867734417337e-07,7.228814105137814e-06,1.394115086000461e-20,6.636526269350339e-10,6.791572549232389e-10
0.020994140624999998,0.9859794122479362,-1116.1365334958489,761.0694187961662,0.4328790666369125,0.014127043499764978,0.15425382099179924,0.049893873326803534,0.06741304115549922,0.011815852122605839,0.004777754391681835,0.696013611835992,2.1348055688199836e-05,2.2627922723393503e-06,1.5774197250959512e-05,0.0001435923344696835,2.49085425165196e-05,5.999165756847099e-15,1.025451002678111e-11,3.725086083810752e-08,3.289375686884896e-09,8.655787379696232e-05,9.85939290626347e-08,0.0006006273415688448,5.105630277047851e-09,3.56781338545262e-05,0.00012296938716990262,1.8279187759384695e-13,1.6697250080112197e-05,1.6932149088377642e-09,0.00014753949972506688,1.614067537512291e-06,0.00045358809414030774,2.3466457141088676e-09,1.4749060981259897e-05,7.824696231442912e-09,2.487809211511379e-11,6.286017514597609e-10,5.713796770184879e-09,2.114428666328412e-08,3.2192295117496776e-12,1.805366496457959e-06,3.1836088515729215e-07,8.441573021072994e-09,1.9159373176669093e-09,8.848637935810854e-15,4.935799913241393e-07,4.5632920233945306e-10,4.0139855760260187e-13,9.470915907889532e-09,1.285220165116944e-10,9.321474452936919e-08,2.8043540959183387e-10,0.0,4.7687648491236834e-08,5.80456316136601e-06,5.13814956030828e-07,7.813647936128073e-06,2.5130255941203043e-20,7.346790360056644e-10,7.506011329532381e-10
0.020999999999999998,1.0127827178838393,-1132.4275445057217,781.3811458572068,0.42142291743374455,0.014324232699669303,0.1525363495688991,0.05192969441125644,0.06621269349027596,0.012436246264197297,0.005092924992851602,0.6956690736448694,2.5734932641848e-05,2.7086494266993897e-06,1.7497747770528242e-05,0.00014514704812687777,2.4970629687348924e-05,1.0864045858818392e-14,1.5385525265419808e-11,4.587541945840829e-08,4.05728745627971e-09,9.951134232227746e-05,1.2256964295353253e-07,0.0006279319179237552,6.566888710424875e-09,3.461164587190598e-05,0.00012767126066810962,2.942818798173032e-13,1.776310860176567e-05,2.238698646453922e-09,0.00015659887144714072,1.8660589535865397e-06,0.00048229605774479463,3.040997030160414e-09,1.5993580902525187e-05,8.463231236843419e-09,2.898053088931967e-11,7.101651499785631e-10,5.939090229673796e-09,2.2055429894135337e-08,4.329310501937588e-12,1.9333069161413146e-06,3.0181616340746455e-07,9.006149097180513e-09,1.9875631394553e-09,1.3350307860466477e-14,5.24894713933529e-07,4.4413048271145365e-10,5.572789265328635e-13,1.011709543184732e-08,1.3733498908497832e-10,9.939204667529488e-08,3.079781630247519e-10,0.0,5.3367568441446606e-08,6.2966790075066426e-06,5.908476521615849e-07,8.43656430385598e-06,4.4650187510031086e-20,8.122438324905985e-10,8.286031328453728e-10
0.021005859374999998,1.0401847169178933,-1148.7413084523128,802.1341288033343,0.4103212061812687,0.01452086216652846,0.15076718613787427,0.054004227703937466,0.06498119726318449,0.013077566717185006,0.005422824785166024,0.6953306604192278,3.0791133606225825e-05,3.241707905964926e-06,1.936757207331583e-05,0.00014623533638409447,2.4985623033003985e-05,1.9296919287572408e-14,2.2791865301147594e-11,5.618790147159655e-08,4.972879702037886e-09,0.00011426325524984082,1.5222484172342348e-07,0.0006551201313406037,8.41290039554971e-09,3.327815513502517e-05,0.00013212495214670557,4.684820225528986e-13,1.887903538899994e-05,2.948942850333348e-09,0.0001660006783969883,2.1551228777453485e-06,0.0005117457691684908,3.94546744647556e-09,1.7335103440631084e-05,9.152487382209126e-09,3.370620747757162e-11,8.004315751798486e-10,6.17449344177805e-09,2.2984673080618947e-08,5.7558735115591485e-12,2.0657525377308584e-06,2.846455307591909e-07,9.597828012714693e-09,2.05793573965752e-09,1.993934413798917e-14,5.575691354131614e-07,4.273541429172619e-10,7.644261727475261e-13,1.0798542755448885e-08,1.4665749960496286e-10,1.0585518115460575e-07,3.390380931101428e-10,0.0,5.89211376986917e-08,6.814135065870687e-06,6.718647408307066e-07,9.09944101518632e-06,7.830728057592504e-20,8.968427515237267e-10,9.136599995567343e-10
0.02101171875,1.0681716416317666,-1165.0888992427342,823.3173269781576,0.39957047263027323,0.014716871817510371,0.14894630367691697,0.056116551925829504,0.06371865810140621,0.013739883337056998,0.005767779266027328,0.6949987580880562,3.658221759407633e-05,3.877593912281821e-06,2.1405577130535144e-05,0.0001469026439510538,2.495272389258052e-05,3.37005924172281e-14,3.340073834252385e-11,6.854051768105185e-08,6.065459945863784e-09,0.0001310504577554502,1.888886771565223e-07,0.0006820314899573519,1.0737574060315342e-08,3.1728688914348506e-05,0.00013629124785123457,7.380297565359245e-13,2.0046659452564408e-05,3.87434165278207e-09,0.00017574283481843598,2.4874314842898724e-06,0.0005418086721206813,5.126545533010878e-09,1.8780714103989902e-05,9.89788758631651e-09,3.914164283378782e-11,9.001354391645392e-10,6.4209601476305525e-09,2.3931159579044877e-08,7.569425039930568e-12,2.2025114751188738e-06,2.6711749641230593e-07,1.0217278417663654e-08,2.1270238820854008e-09,2.950877817938014e-14,5.916279694827689e-07,4.0651077548718013e-10,1.0381499851991494e-12,1.1517184651434374e-08,1.5652984607821836e-10,1.1260915032434443e-07,3.7419239667220537e-10,0.0,6.414400633680583e-08,7.355812140076838e-06,7.555574546133128e-07,9.804195333899866e-06,1.3577575609369728e-19,9.8900207067124e-10,1.0062992295408308e-09
0.021017578125,1.0967288540080873,-1181.482057577353,844.9190655652689,0.38916624299364133,0.014912194543397884,0.14707371258032273,0.0582657212405289,0.062425209938760946,0.014423232749959729,0.006128109538436064,0.6946737265193319,4.317849554186992e-05,4.6340410857326105e-06,2.3641200739078466e-05,0.00014720673618951147,2.4871007407059964e-05,5.801771688400231e-14,4.852168440934324e-11,8.339972631217732e-08,7.373870568564213e-09,0.00015013624559139234,2.3418916807446066e-07,0.0007084972461040232,1.365714271916086e-08,3.0022478496893012e-05,0.00014013426799924672,1.1515363177954948e-12,2.1267714854844297e-05,5.082691191693294e-09,0.00018582183121743225,2.870203201234331e-06,0.0005723297605012804,6.672157590819e-09,2.03377484214066e-05,1.0705685736202675e-08,4.538830510576465e-11,1.0100696470012737e-09,6.679547723318771e-09,2.4893924435094514e-08,9.851871397303485e-12,2.343404426642899e-06,2.494869757580568e-07,1.0865166693736407e-08,2.1949050545831583e-09,4.331874252612939e-14,6.270955499381498e-07,3.8234342017708373e-10,1.3989128397008022e-12,1.2275137926997663e-08,1.669997130696342e-10,1.196586421330067e-07,4.14112082385115e-10,0.0,6.884558484200452e-08,7.920052682084342e-06,8.403403385531957e-07,1.0552762286427828e-05,2.331402448565489e-19,1.0892805665639797e-09,1.1070810380509585e-09
0.0210234375,1.1258407569896551,-1197.9333099436399,866.926967138208,0.37910321246343115,0.015106753980600254,0.14514946661382847,0.060450761639947864,0.06110102193737852,0.015127614247314746,0.006504131925163337,0.6943558992984734,5.0656662804261004e-05,5.531011850252327e-06,2.6112728196375534e-05,0.00014721493148512927,2.4739405653860124e-05,9.871937980064897e-14,7.0021898335886e-11,1.0138595752040276e-07,8.949929219299311e-09,0.00017180993168495673,2.901099412106151e-07,0.00073434507357752,1.731551155622737e-08,2.8222626973909614e-05,0.0001436219809192638,1.7811491681883963e-12,2.2544061219030682e-05,6.66591519437219e-09,0.0001962325062589924,3.311719956428079e-06,0.0006031247796962205,8.698180323665163e-09,2.2013695361498312e-05,1.158309764347873e-08,5.256695205466267e-11,1.131094016458926e-09,6.951420895127878e-09,2.587188273077063e-08,1.2697962345842508e-11,2.488271067040639e-06,2.3198816759090064e-07,1.1542156727677407e-08,2.2617712489335422e-09,6.315053485449659e-14,6.639959233946689e-07,3.557848563546171e-10,1.8744834382414255e-12,1.307472243751613e-08,1.781235818136171e-10,1.2700800462595773e-07,4.5957450890213237e-10,0.0,7.288186947103483e-08,8.504558186475464e-06,9.243867999391694e-07,1.1347062597106923e-05,3.971347289625111e-19,1.198271694340121e-09,1.2166005453942959e-09
0.021029296875,1.1554906716935323,-1214.4560756062474,889.3278570537244,0.36937541613510494,0.015300462069258489,0.14317367132467057,0.06267066530693177,0.05974630770660085,0.015852984852570223,0.006896157377229319,0.6940455836584521,5.910181695205961e-05,6.590826062622513e-06,2.8868531079387432e-05,0.00014700080331347422,2.4556698665302346e-05,1.6645093839467255e-13,1.0058665815436798e-10,1.2332211378645877e-07,1.0862614514839889e-08,0.00019638508112421318,3.590531197698276e-07,0.0007594043234290071,2.1890729643526767e-08,2.6391401226694743e-05,0.00014672646822083343,2.733645053121897e-12,2.3877708411551942e-05,8.749308524113857e-09,0.00020696779302292425,3.821271874982337e-06,0.0006339774932391809,1.1356625187274513e-08,2.3816059134581164e-05,1.2538452537855037e-08,6.082335964893521e-11,1.2641450836297763e-09,7.237854179517917e-09,2.6863817222989685e-08,1.6217043194837038e-11,2.6369749588177357e-06,2.1482910599491662e-07,1.2248909497184512e-08,2.3279297361049896e-09,9.152797123860937e-14,7.023529686664003e-07,3.278910367318843e-10,2.5029457547011557e-12,1.3918470799360027e-08,1.8996832828133256e-10,1.3466120990595654e-07,5.114770925285512e-10,0.0,7.618752841051841e-08,9.106272047205696e-06,1.0056948612442393e-06,1.2188957204285621e-05,6.722280981553353e-19,1.3166060248024493e-09,1.335490216900584e-09
0.02103515625,1.1856606821152122,-1231.0647589545774,912.107644223288,0.3599763862757065,0.01549321638578469,0.14114649492933365,0.06492438281565731,0.058361336946598674,0.01659925347919947,0.007304490640489656,0.6937430606410304,6.860976009474444e-05,7.838311046105973e-06,3.196821452657652e-05,0.00014664055759767774,2.432151223747685e-05,2.787814428969831e-13,1.4410364861325385e-10,1.502920779052446e-07,1.3203087178785748e-08,0.0002241962031719835,4.4390743558215174e-07,0.0007835112248881274,2.7602707445216305e-08,2.4585776713892136e-05,0.00014942394606495376,4.166638022002768e-12,2.5270846004497424e-05,1.1504106962119682e-08,0.00021801844299136343,4.409008874609633e-06,0.000664637188553568,1.4845784976969737e-08,2.5752171328204275e-05,1.3581368245459366e-08,7.033583914068269e-11,1.4102472961130817e-09,7.540232766691756e-09,2.7868365360801677e-08,2.0535176448803797e-11,2.7894068933941933e-06,1.9818800340853523e-07,1.2986082422009249e-08,2.3937988302067837e-09,1.3203459264829942e-13,7.42190535997149e-07,2.9975815592319783e-10,3.3368347040961846e-12,1.4809133747454894e-08,2.0261302371798546e-10,1.4262180361118988e-07,5.708522103601504e-10,0.0,7.879833917342411e-08,9.721249328073055e-06,1.0821880850118649e-06,1.3080184906134808e-05,1.1324778938044227e-18,1.4449539805137069e-09,1.4644225965276192e-09
