P[bar],断熱火炎t1[K]
420.01325,2411.6356769213685
421.01325,2411.6567859365364
422.01325,2411.677831527553
423.01325,2411.698814032588
424.01325,2411.719733787271
425.01325,2411.7405911244578
426.01325,2411.761386374642
427.01325,2411.782119865726
428.01325,2411.802791923234
429.01325,2411.82340287003
430.01325,2411.843953026768
431.01325,2411.8644427114978
432.01325,2411.8848722399675
433.01325,2411.90524192559
434.01325,2411.925552079297
435.01325,2411.945803009838
436.01325,2411.9659950236123
437.01325,2411.9861284247627
438.01325,2412.006203515113
439.01325,2412.0262205943172
440.01325,2412.0461799598197
441.01325,2412.0660819068135
442.01325,2412.085926728366
443.01325,2412.105714715429
444.01325,2412.125446156713
445.01325,2412.145121338956
446.01325,2412.164740546703
447.01325,2412.1843040625754
448.01325,2412.2038121669034
449.01325,2412.223265138273
450.01325,2412.2426632530064
451.01325,2412.262006785562
452.01325,2412.281296008452
453.01325,2412.3005311922257
454.01325,2412.319712605382
455.01325,2412.3388405145815
456.01325,2412.3579151846343
457.01325,2412.3769368784565
458.01325,2412.395905857041
459.01325,2412.414822379478
460.01325,2412.433686703165
461.01325,2412.4524990836676
462.01325,2412.471259774658
463.01325,2412.489969028093
464.01325,2412.508627094213
465.01325,2412.527234221382
466.01325,2412.545790656316
467.01325,2412.564296644041
468.01325,2412.5827524278366
469.01325,2412.601158249283
470.01325,2412.619514348324
471.01325,2412.6378209631785
472.01325,2412.6560783305995
473.01325,2412.67428668552
474.01325,2412.6924462613524
475.01325,2412.7105572898936
476.01325,2412.7286200013873
477.01325,2412.746634624465
478.01325,2412.7646013862527
479.01325,2412.782520512293
480.01325,2412.8003922265843
481.01325,2412.818216751673
482.01325,2412.8359943085934
483.01325,2412.853725116833
484.01325,2412.871409394475
485.01325,2412.8890473581023
486.01325,2412.9066392228788
487.01325,2412.9241852025257
488.01325,2412.941685509293
489.01325,2412.959140354055
490.01325,2412.9765499463656
491.01325,2412.993914494222
492.01325,2413.011234204399
493.01325,2413.0285092822132
494.01325,2413.0457399316833
495.01325,2413.062926355544
496.01325,2413.0800687549668
497.01325,2413.097167330128
498.01325,2413.1142222796852
499.01325,2413.131233801021
500.01325,2413.1482020903413
501.01325,2413.1651273424536
502.01325,2413.182009750985
503.01325,2413.198849508332
504.01325,2413.2156468054654
505.01325,2413.2324018324325
506.01325,2413.2491147778114
507.01325,2413.265785829017
508.01325,2413.2824151723707
509.01325,2413.2990029929056
510.01325,2413.3155494745033
511.01325,2413.332054799898
512.01325,2413.3485191506184
513.01325,2413.3649427070627
514.01325,2413.38132564851
515.01325,2413.3976681530457
516.01325,2413.413970397737
517.01325,2413.430232558513
518.01325,2413.4464548100746
519.01325,2413.462637326117
520.01325,2413.478780279298
521.01325,2413.494883841154
522.01325,2413.510948182143
523.01325,2413.5269734716444
524.01325,2413.542959878038
525.01325,2413.558907568621
526.01325,2413.574816709685
527.01325,2413.5906874664456
528.01325,2413.6065200031658
529.01325,2413.6223144830615
530.01325,2413.6380710683748
531.01325,2413.653789920325
532.01325,2413.66947119913
533.01325,2413.6851150641237
534.01325,2413.700721673512
535.01325,2413.716291184662
536.01325,2413.731823754027
537.01325,2413.747319536962
538.01325,2413.7627786879866
539.01325,2413.7782013605974
540.01325,2413.793587707577
541.01325,2413.8089378805207
542.01325,2413.8242520302833
543.01325,2413.8395303067455
544.01325,2413.8547728589315
545.01325,2413.869979835043
546.01325,2413.885151382184
547.01325,2413.900287646815
548.01325,2413.9153887743405
549.01325,2413.930454909509
550.01325,2413.9454861960457
551.01325,2413.960482776831
552.01325,2413.975444794001
553.01325,2413.9903723888374
554.01325,2414.005265701656
555.01325,2414.0201248722196
556.01325,2414.0349500391817
557.01325,2414.0497413405756
558.01325,2414.0644989135058
559.01325,2414.0792228944288
560.01325,2414.0939134189
561.01325,2414.1085706216218
562.01325,2414.123194636738
563.01325,2414.137785597392
564.01325,2414.1523436361545
565.01325,2414.166868884618
566.01325,2414.181361473772
567.01325,2414.1958215338536
568.01325,2414.2102491942483
569.01325,2414.2246445837745
570.01325,2414.239007830313
571.01325,2414.2533390612084
572.01325,2414.2676384028687
573.01325,2414.281905981213
574.01325,2414.296141921232
575.01325,2414.3103463474076
576.01325,2414.324519383396
577.01325,2414.338661152116
578.01325,2414.352771775993
579.01325,2414.366851376549
580.01325,2414.380900074736
581.01325,2414.3949179907654
582.01325,2414.408905244269
583.01325,2414.42286195412
584.01325,2414.436788238569
585.01325,2414.4506842152696
586.01325,2414.464550001052
587.01325,2414.4783857122998
588.01325,2414.492191464579
589.01325,2414.505967372985
590.01325,2414.5197135518183
591.01325,2414.5334301148328
592.01325,2414.5471171751947
593.01325,2414.5607748453554
594.01325,2414.5744032371845
595.01325,2414.5880024620446
596.01325,2414.6015726304595
597.01325,2414.615113852585
598.01325,2414.628626237841
599.01325,2414.6421098951278
600.01325,2414.6555649327347
601.01325,2414.668991458299
602.01325,2414.6823895788975
603.01325,2414.6957594011747
604.01325,2414.7091010309978
605.01325,2414.7224145737887
606.01325,2414.735700134326
607.01325,2414.748957816943
608.01325,2414.7621877252955
609.01325,2414.775389962434
610.01325,2414.7885646311315
611.01325,2414.8017118332978
612.01325,2414.8148316705533
613.01325,2414.8279242437698
614.01325,2414.8409896534417
615.01325,2414.854027999447
616.01325,2414.8670393811744
617.01325,2414.880023897405
618.01325,2414.8929816465647
619.01325,2414.905912726413
620.01325,2414.9188172342388
621.01325,2414.931695266845
622.01325,2414.9445469205516
623.01325,2414.9573722910777
624.01325,2414.9701714737275
625.01325,2414.98294456333
626.01325,2414.995691654103
627.01325,2415.0084128398607
628.01325,2415.0211082139663
629.01325,2415.0337778692265
630.01325,2415.0464218979573
631.01325,2415.059040392081
632.01325,2415.0716334429835
633.01325,2415.084201141636
634.01325,2415.0967435784505
635.01325,2415.1092608434496
636.01325,2415.121753026221
637.01325,2415.134220215749
638.01325,2415.146662500763
639.01325,2415.159079969388
640.01325,2415.171472709375
641.01325,2415.183840807957
642.01325,2415.1961843520767
643.01325,2415.208503428098
644.01325,2415.2207981219017
645.01325,2415.2330685191637
646.01325,2415.2453147048695
647.01325,2415.257536763752
648.01325,2415.269734780032
649.01325,2415.2819088375495
650.01325,2415.2940590197477
651.01325,2415.3061854095163
652.01325,2415.31828808952
653.01325,2415.3303671418785
654.01325,2415.342422648376
655.01325,2415.354454690313
656.01325,2415.3664633486655
657.01325,2415.37844870401
658.01325,2415.3904108364063
659.01325,2415.4023498256624
660.01325,2415.4142657511316
661.01325,2415.4261586917355
662.01325,2415.4380287261147
663.01325,2415.4498759324038
664.01325,2415.461700388464
665.01325,2415.4735021716306
666.01325,2415.4852813590605
667.01325,2415.4970380273685
668.01325,2415.5087722528106
669.01325,2415.520484111415
670.01325,2415.5321736786345
671.01325,2415.543841029722
672.01325,2415.5554862395156
673.01325,2415.567109382426
674.01325,2415.5787105325862
