P[bar],T[K]
1.2168829289153646,317.1036604822687
1.2169218900170047,317.1065262746707
1.2169608532577842,317.1093921578788
1.2169998186378697,317.1122581318977
1.2170387861574274,317.11512419673244
1.2170777558166241,317.11799035238795
1.2171167276156258,317.12085659886907
1.217155701554599,317.12372293618074
1.2171946776337101,317.12658936432786
1.2172336558531258,317.1294558833154
1.2172726362130126,317.13232249314825
1.217311618713536,317.1351891938313
1.2173506033548633,317.1380559853695
1.2173895901371607,317.1409228677677
1.2174285790605952,317.14378984103087
1.2174675701253328,317.1466569051639
1.2175065633315407,317.1495240601718
1.2175455586793846,317.1523913060594
1.217584556169031,317.1552586428316
1.2176235558006476,317.1581260704934
1.2176625575744002,317.1609935890496
1.2177015614904558,317.16386119850523
1.2177405675489807,317.1667288988652
1.2177795757501417,317.1695966901343
1.2178185860941053,317.17246457231766
1.217857598581039,317.17533254542
1.2178966132111084,317.1782006094464
1.217935629984481,317.18106876440163
1.217974648901323,317.1839370102907
1.2180136699618014,317.1868053471186
1.2180526931660831,317.1896737748901
1.2180917185143347,317.1925422936102
1.2181307460067239,317.19541090328386
1.218169775643416,317.1982796039159
1.2182088074245787,317.2011483955113
1.2182478413503788,317.20401727807507
1.218286877420983,317.206886251612
1.2183259156365585,317.20975531612703
1.2183649559972718,317.21262447162513
1.2184039985032904,317.21549371811125
1.2184430431547806,317.2183630555902
1.2184820899519095,317.22123248406706
1.2185211388948447,317.22410200354665
1.2185601899837526,317.2269716140339
1.2185992432188004,317.2298413155338
1.2186382986001547,317.2327111080512
1.2186773561279836,317.2355809915911
1.218716415802453,317.2384509661584
1.2187554776237302,317.24132103175793
1.218794541591983,317.2441911883948
1.218833607707378,317.2470614360738
1.2188726759700823,317.2499317747999
1.2189117463802632,317.2528022045781
1.2189508189380875,317.25567272541315
1.2189898936437231,317.2585433373102
1.2190289704973365,317.26141404027396
1.219068049499095,317.26428483430954
1.2191071306491663,317.2671557194218
1.219146213947717,317.2700266956156
1.219185299394915,317.27289776289604
1.2192243869909272,317.2757689212679
1.2192634767359212,317.2786401707362
1.2193025686300638,317.28151151130584
1.2193416626735227,317.2843829429817
1.2193807588664651,317.2872544657688
1.2194198572090584,317.29012607967206
1.2194589577014698,317.29299778469635
1.2194980603438672,317.29586958084667
1.2195371651364175,317.2987414681279
1.2195762720792884,317.301613446545
1.2196153811726471,317.30448551610294
1.2196544924166615,317.3073576768066
1.2196936058114982,317.31022992866093
1.2197327213573257,317.3131022716709
1.219771839054311,317.31597470584137
1.2198109589026218,317.31884723117736
1.2198500809024257,317.3217198476838
1.21988920505389,317.3245925553656
1.2199283313571823,317.3274653542276
1.2199674598124703,317.33033824427497
1.2200065904199218,317.33321122551246
1.2200457231797042,317.33608429794504
1.2200848580919847,317.33895746157765
1.2201239951569318,317.3418307164153
1.220163134374713,317.3447040624628
1.2202022757454953,317.3475774997253
1.220241419269447,317.3504510282075
1.2202805649467363,317.35332464791446
1.22031971277753,317.35619835885115
1.2203588627619963,317.3590721610225
1.2203980149003029,317.3619460544333
1.2204371691926177,317.3648200390887
1.220476325639108,317.3676941149935
1.220515484239942,317.37056828215276
1.2205546449952884,317.3734425405714
1.2205938079053136,317.3763168902542
1.2206329729701864,317.3791913312063
1.2206721401900744,317.38206586343256
1.2207113095651456,317.3849404869379
1.2207504810955676,317.38781520172734
1.220789654781509,317.3906900078058
1.220828830623137,317.39356490517815
1.2208680086206198,317.3964398938494
1.2209071887741256,317.3993149738245
1.2209463710838229,317.4021901451084
1.2209855555498788,317.40506540770605
1.2210247421724618,317.40794076162234
1.2210639309517397,317.41081620686225
1.221103121887881,317.4136917434307
1.2211423149810534,317.41656737133275
1.2211815102314252,317.4194430905732
1.2212207076391646,317.4223189011571
1.2212599072044392,317.4251948030893
1.2212991089274183,317.4280707963749
1.2213383128082689,317.4309468810187
1.2213775188471596,317.43382305702573
1.221416727044259,317.43669932440093
1.2214559373997351,317.43957568314926
1.221495149913756,317.4424521332756
1.2215343645864898,317.44532867478495
1.2215735814181052,317.4482053076823
1.22161280040877,317.45108203197253
1.2216520215586533,317.45395884766066
1.2216912448679225,317.4568357547516
1.2217304703367464,317.4597127532503
1.2217696979652937,317.4625898431617
1.221808927753732,317.4654670244908
1.2218481597022304,317.46834429724254
1.221887393810957,317.47122166142185
1.2219266300800804,317.4740991170337
1.2219658685097687,317.47697666408305
1.2220051091001907,317.47985430257484
1.2220443518515147,317.48273203251404
1.2220835967639092,317.48560985390554
1.222122843837543,317.4884877667544
1.2221620930725845,317.49136577106555
1.2222013444692015,317.4942438668439
1.222240598027564,317.4971220540944
1.2222798537478392,317.5000003328221
1.2223191116301968,317.50287870303185
1.2223583716748043,317.50575716472866
1.2223976338818314,317.5086357179175
1.2224368982514464,317.5115143626033
1.2224761647838174,317.514393098791
