P[bar],断熱火炎t1[K]
572.01325,2308.730347940631
573.01325,2308.7409449064908
574.01325,2308.7515184604017
575.01325,2308.7620686944974
576.01325,2308.772595700224
577.01325,2308.7830995686445
578.01325,2308.793580390177
579.01325,2308.8040382549025
580.01325,2308.8144732522287
581.01325,2308.824885471234
582.01325,2308.8352750003146
583.01325,2308.845641927466
584.01325,2308.8559863402475
585.01325,2308.866308325643
586.01325,2308.8766079701204
587.01325,2308.886885359787
588.01325,2308.8971405802004
589.01325,2308.90737371654
590.01325,2308.9175848532777
591.01325,2308.9277740746893
592.01325,2308.937941464442
593.01325,2308.9480871057513
594.01325,2308.958211081499
595.01325,2308.968313473918
596.01325,2308.978394364904
597.01325,2308.9884538358697
598.01325,2308.9984919678814
599.01325,2309.008508841503
600.01325,2309.0185045367953
601.01325,2309.0284791333615
602.01325,2309.0384327106035
603.01325,2309.0483653472493
604.01325,2309.0582771216978
605.01325,2309.0681681119427
606.01325,2309.078038395553
607.01325,2309.0878880496552
608.01325,2309.0977171509776
609.01325,2309.107525775852
610.01325,2309.117314000124
611.01325,2309.1270818993285
612.01325,2309.136829548652
613.01325,2309.1465570226615
614.01325,2309.1562643957664
615.01325,2309.1659517417856
616.01325,2309.17561913436
617.01325,2309.185266646496
618.01325,2309.1948943510506
619.01325,2309.2045023203436
620.01325,2309.214090626391
621.01325,2309.2236593407165
622.01325,2309.2332085346666
623.01325,2309.242738278973
624.01325,2309.2522486442704
625.01325,2309.2617397006115
626.01325,2309.271211517751
627.01325,2309.280664165082
628.01325,2309.2900977116583
629.01325,2309.299512226202
630.01325,2309.3089077769787
631.01325,2309.3182844319517
632.01325,2309.3276422587346
633.01325,2309.336981324723
634.01325,2309.346301696672
635.01325,2309.355603441279
636.01325,2309.3648866247386
637.01325,2309.3741513130326
638.01325,2309.3833975716734
639.01325,2309.392625465865
640.01325,2309.401835060515
641.01325,2309.4110264202736
642.01325,2309.4201996093225
643.01325,2309.429354691586
644.01325,2309.438491730642
645.01325,2309.4476107898577
646.01325,2309.45671193208
647.01325,2309.465795220014
648.01325,2309.4748607159822
649.01325,2309.4839084819378
650.01325,2309.4929385796618
651.01325,2309.5019510705015
652.01325,2309.510946015523
653.01325,2309.519923475557
654.01325,2309.528883511047
655.01325,2309.53782618221
656.01325,2309.546751548856
657.01325,2309.5556596706224
658.01325,2309.5645506067926
659.01325,2309.5734244163723
660.01325,2309.58228115799
661.01325,2309.5911208901884
662.01325,2309.599943670987
663.01325,2309.6087495582055
664.01325,2309.617538609517
665.01325,2309.626310882085
666.01325,2309.6350664329634
667.01325,2309.6438053188854
668.01325,2309.652527596204
669.01325,2309.6612333211483
670.01325,2309.6699225496545
671.01325,2309.678595337245
672.01325,2309.687251739372
673.01325,2309.695891810976
674.01325,2309.7045156070103
675.01325,2309.7131231819885
676.01325,2309.721714590191
677.01325,2309.730289885634
678.01325,2309.7388491220568
679.01325,2309.7473923530597
680.01325,2309.7559196318543
681.01325,2309.7644310114138
682.01325,2309.7729265444514
683.01325,2309.781406283612
684.01325,2309.789870281
685.01325,2309.798318588643
686.01325,2309.806751258288
687.01325,2309.81516834144
688.01325,2309.8235698894073
689.01325,2309.8319559531587
690.01325,2309.8403265835154
691.01325,2309.8486818309493
692.01325,2309.857021745801
693.01325,2309.865346378088
694.01325,2309.8736557777024
695.01325,2309.881949994219
696.01325,2309.8902290769856
697.01325,2309.8984930751326
698.01325,2309.906742037599
699.01325,2309.9149760129308
700.01325,2309.9231950497715
701.01325,2309.9313991962554
702.01325,2309.9395885003037
703.01325,2309.9477630097845
704.01325,2309.955922772248
705.01325,2309.9640678350015
706.01325,2309.9721982451856
707.01325,2309.980314049678
708.01325,2309.988415295183
709.01325,2309.9965020281174
710.01325,2310.004574294786
711.01325,2310.012632141233
712.01325,2310.020675613248
713.01325,2310.0287047565425
714.01325,2310.0367196164593
715.01325,2310.0447202382115
716.01325,2310.0527066668433
717.01325,2310.0606789471453
718.01325,2310.0686371236307
719.01325,2310.076581240811
720.01325,2310.084511342794
